,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for 2 people)
45644,Palki Restaurant,No,No,2.8 out of 5,"Murgh Ghee Roast, Biryani, Dal Fry, Fried Rice",500
45649,J's Pastas and Pizzas,No,No,4.0 out of 5,"Pasta, Garlic Bread, Pizza, Burgers, Salad, Chicken Burger, Baked Chicken",300
45658,The Punjabi Bites,No,No,3.9 out of 5,"Thali, Chole Bhature, Lassi, Gulab Jamun, Salad",150
45659,Sri Udupi Park,No,No,4.0 out of 5,"Filter Coffee, Rava Dosa, Panneer Butter Masala, Tea, Masala Dosa, Idli, Thali",300
45661,Domino's Pizza,Yes,No,2.8 out of 5,"Garlic Bread, Burst Pizza",400
45670,Faasos,Yes,No,3.9 out of 5,"Chicken Wrap, Veggie Wrap, Paratha, Chicken Meatballs",500
45672,Zawaa Foods,Yes,No,3.5 out of 5,"Biryani, Thali",400
45685,Meat And Eat (ME),No,No,3.6 out of 5,Burgers,500
45687,Mac Fast Food,No,No,2.8 out of 5,Burgers,400
45737,Crunch Pizzas,Yes,No,2.8 out of 5,"Margarita, Cheesy Pizza",600
45763,Shri Krishna Bhavan,No,No,3.7 out of 5,"Pav Bhaji, Masala Dosa, Tea, Roti",350
45795,Bob's Bar,No,No,4.3 out of 5,"Mutton Chops, Pepper Chicken, Filter Coffee, Donne Biryani, Beer, Pork Ribs, Roast Beef","1,000"
45796,Dindigul Thalappakatti,Yes,No,4.3 out of 5,"Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani",800
45799,Vapour Pub & Brewery,No,Yes,4.2 out of 5,"Pesto Pasta, Craft Beer, Wheat Beer, Cocktails, Crispy Chilli Corn, Butter Chicken, Paneer Tikka","1,400"
45800,Nevermind - Bar & Social,No,Yes,4.4 out of 5,"Peri Peri Chicken, Nachos, Cocktails, Pizza, Pasta, Beef Teriyaki, Tikka","2,000"
45804,The Black Rabbit,No,Yes,4.3 out of 5,"Burgers, Spicy Fries, Cosmopolitan, Cocktails, Peri Peri Chicken, Custard, Pepperoni Pizza","1,500"
45805,1131 Bar + Kitchen,No,Yes,4.4 out of 5,"Pizza, Chocolate Cake, Cocktails, Nachos, Sangria, Craft Beer, Mocktails","1,500"
45808,Tipsy Bull - The Bar Exchange,No,Yes,4.6 out of 5,"Cocktails, Peri Peri Chicken, Biryani, Mocktails, Pizza, Sangria, Chicken Dim Sum","1,400"
45809,Chianti,No,Yes,4.6 out of 5,"Pasta, Pizza, Salads, Tiramisu, Wine, Sangria, Bruschettas","1,500"
45810,Sly Granny - The Community House,No,Yes,4.5 out of 5,"Cocktails, Pie, Rolls, Mezze Platter, Schnitzel, Pancakes, Eggs Benedict","2,500"
45811,BTDT? Been There Done That,No,Yes,4.3 out of 5,"Cocktails, Momos, Pizza, Mushroom Ragout, Roti, Mocktails, Nachos","1,300"
45812,SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,No,Yes,4.9 out of 5,"Biryani, Tomato Soup, Farm Pizza, Dumplings, Lemonade, Salad, Smoothie Bowls","1,000"
45815,MISU,Yes,Yes,4.4 out of 5,"Tom Yum Soup, Dumplings, Ramen, Sushi, Thai Green Curry, Khau Suey, Cheesecake","1,700"
45819,Bricklane,No,Yes,4.2 out of 5,"Pizza, Tandoori Chicken, Mocktails, Cocktails, Sali Boti, Chocolate Mud Pot, Crispy Lotus Stem","1,500"
45821,Tippler,No,Yes,4.2 out of 5,"Cocktails, Pie, Peri Peri Fries, Long Island Iced Tea, Chicken Steak, Mocktails, Nachos","1,300"
45826,Bologna,No,Yes,4.5 out of 5,"Tiramisu, Pasta, Pizza, Lasagne, Sea Food, Ravioli, Bruschettas","1,000"
45829,Phobidden Fruit,No,No,4.4 out of 5,"Pho, Noodles, Salads, Mocktails, Veg Momos, Banh Cuon, Pork Chops","1,100"
45830,Lazy Suzy,Yes,Yes,4.4 out of 5,"Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich","1,000"
45842,Haute,No,Yes,4.5 out of 5,"Wine, Potato Salad, Risotto, Bibimbap, Lamb","1,200"
45844,Sanchez Taqueria & Cantina,No,No,4.4 out of 5,"Churros, Tacos, Salad, Nachos, Chips, Wet Burrito, Avocado Toast",800
45846,Swing,No,Yes,3.8 out of 5,"Chicken Wings, Murgh Ghee Roast, Paneer Tikka","1,000"
45847,Plan B,No,No,4.1 out of 5,"Burgers, Chicken Wings, Beer, Cocktails, Peri Peri Chicken Steak, Peri Peri Wings, Peri Fries","1,100"
45853,Agent Jack's Bar,No,Yes,4.1 out of 5,"Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Beer, Chicken Nachos","1,300"
45854,Hangover,Yes,Yes,4.0 out of 5,"Cocktails, Blueberry Cheesecake, Margarita, Long Island Iced Tea, Sangria, Bbq Pizza, Beer","1,500"
45856,Sherlock's Pub,No,Yes,4.0 out of 5,"Beer, Nachos, Salsa, Cocktails, Pasta, Chicken Tikka, French Fries","1,500"
45863,Jimi's Beer Cafe,No,Yes,3.9 out of 5,"Beer, Beef Steak, Potato Wedges, Burgers, Nachos, Chilli Pork, Masala Peanuts","1,800"
45864,Xtreme Sports Bar,No,Yes,3.7 out of 5,"Mojito, Beer, Cocktails, Chicken Wings, Nachos, Pasta, Potato Wedges","1,500"
45868,Pecos Stones,No,Yes,4.2 out of 5,"Chicken Curry, Chicken Dosa, Sea Food, Masala Peanuts, Chicken Tacos, Draught Beer, Lime Soda","1,100"
45880,Bootlegger,No,Yes,4.1 out of 5,"Cocktails, Pasta, Chilli Pork, Beer, Beetroot Burger, Chicken Nachos, Pepperoni Pizza","1,800"
45884,Blistering Barnacles,No,Yes,3.9 out of 5,"Strawberry Mojito, Cocktails, Chicken Momo, Caramel Custard, Long Island Iced Tea, Spring Roll, Tortilla Chips","1,200"
45887,Regulars Pub & Grub,No,Yes,3.9 out of 5,"Beer, Masala Papad, Beef Fry, Paneer Tikka, Nachos, Murgh Ghee Roast, Chicken Pizza","1,300"
45888,Bflat Bar,No,Yes,3.9 out of 5,"Biryani, Cocktails, Mushroom Pasta, Dragon Chicken, Beer, Noodles, Steak","1,600"
45909,Head O State,No,Yes,3.8 out of 5,"Cocktails, Beer","1,000"
45927,Cafe Srinidhi,No,No,3.1 out of 5,Coffee,200
45928,Paratha Plaza,Yes,No,3.6 out of 5,"Paratha, Panneer Butter Masala, Dal Tadka, Shahi Paneer, Sweet Lassi, Dal Makhani, Biryani",300
45931,Sri Krishna Sagar,No,No,3.7 out of 5,"Vada, Rava Masala Dosa, Biryani",150
45952,Quench Bar,No,No,4.0 out of 5,"Rooftop Ambience, Decor","1,300"
45972,Subway,Yes,No,2.4 out of 5,"Salads, Salad, Sandwich, Chicken Ham, Roast Chicken Sub",500
45981,Allahabadi Tadaka,No,No,2.9 out of 5,Dal Tadka,250
46036,Punjabi's Food Corner,Yes,No,3.5 out of 5,Roti,250
46054,Jeff's - Royal Orchid Hotel,No,No,3.9 out of 5,"Cocktails, Draught Beer","1,800"
46090,Inntense Restobar,No,Yes,NEW,"Margarita, Churros, Cocktails, Wings, Murgh Ghee Roast, Nachos","1,600"
46137,Barbeque Nation,No,Yes,4.5 out of 5,"Vegetarian, Prawn, Mocktails, Fish, Paan Kulfi, Brownie, Chicken Biryani","1,600"
46139,Kava - Fairfield by Marriott,No,Yes,4.0 out of 5,"Pasta, Cocktails, Sunday Brunch, Orange Mousse, Salads, Chicken Dum Biryani, Kheer","1,800"
46141,1947,No,Yes,3.9 out of 5,"Manchurian, Vegetarian, Sweet Corn Soup, Paneer Tikka, Noodles, Rabri, Veg Fried Rice","1,000"
46144,Onesta,Yes,Yes,4.3 out of 5,"Pasta, Chocolate Pizza, Cheesecake, Tikka",600
46145,Feast - Sheraton Grand Bangalore Hotel at Brigade...,No,Yes,4.3 out of 5,"Chocolate Cake, Sunday Brunch, Mutton Biryani, Pasta, Pizza, Croissants, Cocktails","2,000"
46151,West Wood,No,Yes,3.7 out of 5,"Breakfast Buffet, Fish","1,000"
46158,Cafe Mamma Mia,No,No,3.7 out of 5,"Pasta, Pizza, Sandwiches, Lasagne, Burgers, Bruschettas, Cup Cake",600
46162,Stevie's,Yes,No,4.1 out of 5,"Pasta, Chicken Steak, Pink Lemonade, Pizza, Nachos, Wings, Burgers",500
46195,South Ruchis,Yes,No,3.9 out of 5,"Rava Idli, Open Dosa, Masala Dosa, Kesari Bath, Idli Vada",850
46196,Al-Bek,Yes,No,4.1 out of 5,"Biryani, Shawarma, Pepper Chicken, Tandoori Roti, Butter Chicken, Ghee Rice",700
46202,Al Sadique,Yes,No,3.9 out of 5,"Biryani, Pepper Chicken",450
46206,Gowdru Hotel,Yes,No,3.9 out of 5,"Biryani, Chicken Fry",250
46212,Gullu's Chat,Yes,No,3.6 out of 5,"Chaat, Panipuri, Masala Poori, Pav Bhaji, Bhel Puri, Pizza, Dahi Papdi",250
46214,Eat At Nite,Yes,No,3.3 out of 5,"Andhra Chicken Curry, Hyderabadi Chicken Dum Biryani, Fried Rice",400
46215,Food Zone,Yes,No,3.7 out of 5,"Tandoori Chicken, Masala Tikka",400
46221,KFC,Yes,No,3.8 out of 5,"Burgers, Hot Wings, Popcorn Chicken",400
46226,Burger King,Yes,No,3.9 out of 5,"Burgers, French Fries, Crispy Veg Burger, Chicken Fries, Chicken Crisp Burger",600
46230,Pizza Hut,Yes,No,3.6 out of 5,"Pasta, Potato Wedges, Garlic Bread, Veg Supreme Pizza, Chicken Wings",750
46235,Faasos,Yes,No,3.9 out of 5,"Rolls, Chicken Wrap, Chicken Roll, Veggie Wrap, Chocolate Fantasy, Paneer Wrap",500
46240,Navab's,Yes,No,4.0 out of 5,"Biryani, Butter Naan, Tikka, Kadhai Paneer",600
46241,Nisarga,Yes,No,3.6 out of 5,Biryani,500
46242,Big Bite,Yes,No,4.0 out of 5,"Chaat, Pizza, Gol Gappe, Lassi, Rolls, Vada Pav, Dabeli",400
46248,Firangi Bake,Yes,No,3.8 out of 5,"Chicken Quesadilla, Lasagne",600
46253,Punjab Grill,Yes,Yes,4.9 out of 5,"Chicken Malai Tikka, Jalebi Rabri, Lunch Buffet, Paneer Tikka, Kulfi, Jumbo Prawns, Murgh Malai","2,000"
46259,Sweet Truth,Yes,No,4.0 out of 5,"Cheesecake, Chocolate Fantasy, Chocolate Decadence",500
46266,Hotel New Panchavati,Yes,No,3.6 out of 5,"Murgh Ghee Roast, Chicken Biryani",600
46274,Stories,Yes,Yes,4.6 out of 5,"Butter Chicken, Mocktails, Pizza, Virgin Mojito, Nachos, Cocktails, Egg Chilli","1,100"
46288,Chawla's 2 Online.com,Yes,No,3.9 out of 5,"Tandoori Chicken, Butter Chicken, Shahi Paneer",800
46312,McDonald's,Yes,No,2.9 out of 5,Chaat,500
46316,Bombay Vada Pav Corner,Yes,No,4.1 out of 5,"Vada Pav, Dabeli, Pav Bhaji, Samosa Pav",150
46326,Rolling Waffles,Yes,No,3.8 out of 5,"Waffles, Nutella Waffle",250
46332,Cafe Udupi Ruchi,Yes,No,4.0 out of 5,"Badam Halwa, Butter Masala Dosa, Filter Coffee, Neer Dosa, Pasta, Tea, Biryani",350
46335,Mama Mia!,Yes,No,4.0 out of 5,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes",400
46348,Stoned Monkey,Yes,No,4.1 out of 5,"Nachos, Cheesy Garlic Bread, Ferrero Rocher",500
46378,Roll Over,Yes,No,3.8 out of 5,"Fries, Ice Cream Roll, Coffee, Brownie",350
46381,Cave N Dine,Yes,Yes,3.1 out of 5,"Cocktails, Paneer Tikka, Jeera Rice, Egg Pakora, Sea Food, Roti, Vegetable Biryani",800
46386,Aramane Restaurant,No,No,3.0 out of 5,"Vada, Sweet Corn Soup",300
46414,Aromas Of South,No,No,3.7 out of 5,"Appam, Coffee","1,000"
46419,La Heaven,Yes,No,3.9 out of 5,"Cup Cake, Waffles",400
46420,Savji's Roll 'N' Biryani,Yes,No,3.9 out of 5,"Rolls, Chicken Roll, Chicken Biryani, Chicken Lollipop",250
46422,A2B Veg - Adyar Ananda Bhavan,Yes,No,2.9 out of 5,"Pongal, Vada, Curd Rice",400
46437,By 2 Coffee,Yes,No,4.3 out of 5,"Filter Coffee, Kharabath, Tea, Idli Vada, Khara Bhath, Kesari Bath, Crispy Vada",100
46440,Nandhana Palace,No,No,4.0 out of 5,"Bamboo Chicken, Fish Curry, Chicken Guntur, Chicken Fry, Mutton Biryani, Mutton Chops, Chicken Kshatriya",800
46441,Mayura 1989,No,No,3.7 out of 5,"Biryani, Murgh Ghee Roast, Cocktails",900
46445,CTR,Yes,No,4.8 out of 5,"Benne Masala Dosa, Filter Coffee, Chai, Butter Masala Dosa, Crispy Vada, Tea, Kesari Bath",150
46452,New Prashanth Hotel,Yes,No,3.2 out of 5,"Biryani, Ragi Mudde, Lemon Chicken, Mutton Chops",750
46530,Karnataka Bhel House,No,No,4.1 out of 5,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",100
46532,Papanna's Biriyani,No,No,3.9 out of 5,"Lemon Chicken, Chicken Biryani",350
46536,MouthFull Of Cake,No,No,3.9 out of 5,"Cup Cake, Cake Pops, Chocolate Truffle",600
46558,Park View Restaurant,No,No,3.8 out of 5,"Sea Food, Biryani, Chilli Chicken, Neer Dosa, Curd Rice",600
46564,Chopstick World,No,No,4.0 out of 5,"Noodles, Cucumber Salad, Dragon Chicken, Momos, Spring Roll, Sea Food, Chicken Momo",750
46600,Bansuri Sweets,No,No,3.5 out of 5,"Chaat, Pav Bhaji, Masala Poori, Vada Pav",250
46618,Sbarro,No,No,2.8 out of 5,"Garlic Bread, Chicken Keema Pizza, Bbq Chicken, White Sauce Pasta, Veg Supreme, Paneer Pizza, Capsicum Pizza",500
46621,Mojo Pizza - 2X Toppings,Yes,No,4.2 out of 5,"Garlic Bread, Chicken Wings, House Pizza",600
46671,Natural Ice Cream,No,No,4.2 out of 5,"Chocolate Icecreams, Waffle Cone",200
46687,Pavitra Paradise,No,No,3.8 out of 5,Pizza,200
46732,Jetlag,No,Yes,4.3 out of 5,"Cocktails, Pasta, Pizza, Vegetable Biryani, Nachos, Chicken Achari Tikka, Mocktails","1,650"
46739,Al-Bek,Yes,No,4.1 out of 5,"Chicken Roll, Mutton Biryani, Egg Roll, Ghee Rice, Shawarma, Tandoori Chicken, Chicken Grill",700
46754,Asha Food Camp,No,Yes,4.0 out of 5,"Panneer Butter Masala, Dal Fry, Butter Kulcha, Shahi Paneer, Paneer Tikka, Roti, Vegetable Biryani",700
46765,Chord Road Resto-Bar,No,No,3.2 out of 5,Tandoori Fish,"1,000"
46787,White Smoke Barbeque- Fairfield by Marriott,No,No,4.0 out of 5,"Lamb Chops, Strawberry Daiquiri, Truffle, Bbq, Chicken Kebab, Nachos, Karara Paneer","1,200"
46791,Hotel Aditya,No,No,4.3 out of 5,"Chicken Biryani, Chicken Masala, Brain Fry, Chilli Chicken, Mutton Biryani, Nalli Fry, Chicken Fry",300
46799,Domino's Pizza,Yes,No,3.9 out of 5,Pizza,400
46806,Burger King,Yes,No,3.9 out of 5,"Burgers, Cheesy Fries",600
46885,Pizza Hut,Yes,No,3.5 out of 5,"Garlic Bread, Pasta",750
46898,Donne Biriyani Mane,No,No,3.8 out of 5,"Donne Biryani, Chicken Biryani, Chilli Chicken",300
46902,Sloshed,No,Yes,3.9 out of 5,"Beer, Pasta","1,200"
46920,Priyadarshini Grand,No,No,4.0 out of 5,"Masala Dosa, Bonda Soup, Rava Dosa, Tomato Soup, Bhel Puri, Coffee, Roti",400
46948,Tango,No,No,3.8 out of 5,"Sandwiches, Cheese Sandwich",200
46964,Barbecue by Punjab Grill,No,Yes,4.8 out of 5,"Prawn, Panipuri, Chaat, Biryani, Paan Ice Cream, Brownie, Tandoori Prawns","1,300"
46965,The Persian Terrace - Sheraton Grand Bangalore Hotel...,No,Yes,4.2 out of 5,"Appam, Tiramisu, Cocktails, Mocktails, Kebab Platter, Salads, Lamb","2,500"
46990,Holige Mane,Yes,No,4.2 out of 5,"Badami Holige, Puran Poli",100
47000,Bhairaveshwara Military Hotel,Yes,No,4.2 out of 5,Biryani,250
47052,Sagar,No,No,3.6 out of 5,"Masala Dosa, Roti, Vada",500
47094,Polar Bear,Yes,No,4.1 out of 5,"Sandwiches, Brownie Fudge, Hot Chocolate Fudge, Cheese Sandwich, Coffee, Grilled Sandwich",400
47162,Empire Juice Shop,No,No,2.7 out of 5,Mosambi Juice,150
47185,Swathi Greenland,Yes,No,3.7 out of 5,"Beer, Chilli Chicken, Naan, Chicken Biryani, Tandoori Chicken, Chicken Guntur, Neer Dosa",800
47286,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4 out of 5,"Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","1,700"
47287,The White Room - Coffee & Kitchen,No,Yes,4.1 out of 5,"Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","1,000"
47296,Lakeview Milkbar,No,No,4.0 out of 5,"Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers",450
47305,Happy Belly Bakes,Yes,No,4.2 out of 5,"Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta",500
47334,Hammered,Yes,Yes,4.6 out of 5,"Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","1,300"
47353,eat.fit,Yes,No,4.4 out of 5,"Salads, Sandwiches, Chicken Curry, Dal Makhani, Paratha, Noodles, Apple Mojito",500
47354,FreshMenu,Yes,No,3.6 out of 5,"Salads, Burgers, Salad, Potato Wedges, Chicken Dum Biryani, Pizza, Noodles",450
47374,Mojo Pizza - 2X Toppings,Yes,No,4.3 out of 5,"Garlic Bread, Chocolava, House Pizza, Spicy Paneer Pizza",600
47378,Faasos,Yes,No,4.0 out of 5,"Rolls, Veggie Wrap, Biryani, Paratha, Cheesy Chicken Wrap",500
47383,Shanthi Sagar,Yes,No,4.0 out of 5,"Coffee, Roti, Vada Pav",250
47386,Ovenstory Pizza,Yes,No,3.9 out of 5,"Pizza, Chocolava",800
47396,KKR FOODIES,Yes,Yes,3.3 out of 5,Biryani,400
47402,Alampur Bar And Restaurant,No,No,3.7 out of 5,"Thali, Chicken Biryani",900
47406,Soda Bottle Opener Wala,Yes,Yes,4.4 out of 5,"Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Kulfi","1,300"
47428,Anna Kuteera,No,No,3.8 out of 5,"Panner Tikka, Coffee, Vada, Idli",400
47458,Skoolroom,No,No,4.3 out of 5,"Chocolate Overload, Burgers, Peri Peri Chicken Pizza, Pasta, Peri Peri Chicken Burger, Momos, Freak Shake",700
47460,Oregano Pizzeria,Yes,No,3.4 out of 5,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread",300
47481,Pind Balluchi,No,Yes,4.0 out of 5,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka",700
47482,Shezan,Yes,No,4.2 out of 5,"Butter Naan, Mudpie, Mutton Biryani, Chicken Tikka, Kulfi, Steak, Sweet Corn Soup",600
47532,Bangalore Masala House,Yes,No,4.1 out of 5,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Steak, Bun Maskas, Pasta, Burgers",500
47572,Zaks Mediterranean Cuisine,No,No,3.9 out of 5,"Biryani, Shawarma, Kunafa, Pita Bread, Fattoush Salad",700
47578,Pai Vihar,No,No,2.8 out of 5,"Masala Dosa, Coffee",400
47579,Chung's Chinese Corner,Yes,No,3.4 out of 5,"Noodles, Honey Chilli Chicken, Crispy Chilli Chicken",600
47583,Khan Saheb Grills and Rolls,Yes,No,4.0 out of 5,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti",400
47588,Ibaco,Yes,No,3.7 out of 5,Icecream Cake,300
47606,Smoor,Yes,No,4.1 out of 5,"Cup Cake, Pasta, Sandwich, Fries",900
47609,NoLimmits Lounge and Club,Yes,Yes,4.1 out of 5,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Cocktails, Popcorn","2,000"
47633,Cobaja,Yes,Yes,4.2 out of 5,"Cocktails, Badam Milk, Mutton Liver Fry, Neer Dosa, Paan Mojito, Veg Thali, Mocktails",700
47645,Ta'aam,No,No,4.1 out of 5,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice",750
47658,Brownie Heaven,Yes,No,4.1 out of 5,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake",300
47798,Khazana Food Paradise,No,No,4.2 out of 5,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice",400
48099,Communiti,No,No,4.6 out of 5,"Pizza, Cocktails, Peri Peri Chicken, Craft Beer, Mocktails, Nachos, Pasta","1,500"
48100,Nagarjuna,No,No,4.3 out of 5,"Mutton Biryani, Chicken Biryani, Chicken 65, Mutton Pepper, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls",800
48102,Bangalore Brew Works,No,Yes,4.3 out of 5,"Spaghetti, Pizza, Wheat Beer, Cocktails, Risotto, Nachos, Draught Beer","1,700"
48103,Green Theory,Yes,Yes,4.2 out of 5,"Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Potato Skins, Kiwi Lemonade",800
48104,Harima,No,Yes,4.3 out of 5,"Sushi, Tuna Sashimi, Salads, Tofu Teriyaki, Pork Rice, Fried Noodles, Ramen","2,000"
48106,Sotally Tober,No,Yes,4.4 out of 5,"Cocktails, Corn Fritters, Sangria, Butter Chicken, Paneer Steak, Chicken Steak, Chicken Cutlet","1,200"
48122,Palmgrove,No,No,4.0 out of 5,"Masala Dosa, Naan, Vada, Pongal, Grape Juice, Coffee, Kulcha",700
48125,The Ritz-Carlton Bar - The Ritz-Carlton,No,Yes,4.0 out of 5,Decor,"2,000"
48128,Northern Gate- Gateway Hotel,No,Yes,3.9 out of 5,"Cut Fruits, Pasta, Sunday Brunch, Chilli Chicken, Curd Rice","1,900"
48144,RS Shiv Sagar Express,Yes,No,4.0 out of 5,"Pav Bhaji, Kulfi, Chaat, Fries, Coffee, Chole Bhature, Paratha",300
48172,ShakesBierre,No,Yes,4.5 out of 5,"Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","1,500"
48190,Carnatic,No,Yes,4.1 out of 5,"Guntur Chicken Biryani, Thali, Andhra Chilli Chicken, Raita, Kothu Paratha, Coconut Mousse, Tender Coconut Payasam","1,000"
48191,Spice Terrace - JW Marriott,No,Yes,4.3 out of 5,"Chicken Tikka, Faluda, Raita, Tarkari Biryani, Lamb, Butter Naan, Fish","3,000"
48216,Chianti,No,Yes,4.4 out of 5,"Pizza, Seafood Pasta, Panna Cotta, Tiramisu, Lasagne, Ravioli, Virgin Sangria","1,500"
48233,Russh Gastropub,No,No,4.2 out of 5,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Chicken Bbq Wings","1,100"
48291,Pizza Hut,Yes,No,3.8 out of 5,"Mocktails, Garlic Bread, Potato Wedges, Pasta, Cheesy Pizza, Fries, Paneer Pizza",750
48440,eat.fit,Yes,Yes,4.1 out of 5,"Biryani, Tea",300
48558,Burger King,Yes,No,3.6 out of 5,"Burgers, Fries, Chicken Crisp Burger",600
48694,Bharathi Refreshments,No,No,3.8 out of 5,"Pongal, Filter Coffee, Idli, Masala Dosa",150
48836,La Casa Brewery And Kitchen,Yes,Yes,4.4 out of 5,"Salads, Daiquiri, Wheat Beer, Craft Beer, Pepperoni Pizza, Cocktails, Noodles","1,500"
48837,MoMo Cafe - Courtyard by Marriott,No,Yes,4.1 out of 5,"Pasta, Lunch Buffet, Butter Chicken, Salads, Bhuna Gosht, Salad, Sea Food","2,000"
48838,The Fisherman's Wharf,Yes,Yes,4.3 out of 5,"Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab","1,400"
48839,AB's - Absolute Barbecues,No,Yes,4.7 out of 5,"Fish, Salad, Paan Ice Cream, Mocktails, Chicken Curry, Phirni, Panneer Butter Masala","1,600"
48840,The Hidden Home,Yes,Yes,4.2 out of 5,"Brownie Chocolate, Manchow Soup, Jalebi, Rabri, Beer, Paneer Tikka, Tandoori Chicken","1,300"
48841,Opus Food Stories,No,Yes,4.5 out of 5,"Cocktails, Chicken Tikka, Sunday Brunch, Rasmalai, Lunch Buffet, Ravioli, Mocktails","1,800"
48842,Village - The Soul of India,No,No,3.9 out of 5,"Mutton Curry, Fish, Chaat, Naan, Jalebi, Chicken Biryani, Lunch Buffet","1,100"
48843,Little Italy,Yes,Yes,4.3 out of 5,"Pasta, Pizza, Enchiladas, Mushroom Soup, Salads, Mocktails, Salad","1,500"
48844,Xtreme Sports Bar,Yes,Yes,4.0 out of 5,"Lunch Buffet, Boti Kebab, Beer, Potato Wedges, Gulab Jamun, Pizza, Club Sandwich","1,500"
48845,RRoyal Rajasthan,Yes,No,4.2 out of 5,"Dal Bati, Gatte Ki Subzi, Churma, Rasmalai, Dahi Vada, Khichda, Chaach",500
48846,Flavours - Octave Hotel & Spa,No,No,3.0 out of 5,"Pasta, Vegetable Biryani, Chole, Chicken Kebab, Lunch Buffet, Chicken Biryani, Chicken Curry",700
48847,Equinox Bar - DoubleTree Suites By Hilton,No,Yes,3.9 out of 5,Cocktails,"1,900"
48848,Ruh,No,Yes,4.0 out of 5,"Fattoush Salad, Mutton Biryani, Mutton Roganjosh, Panipuri, Mocktails, Choco Bomb, Cocktails","1,000"
48849,Tipsy Bull - The Bar Exchange,Yes,Yes,4.4 out of 5,"Falafel, Cocktails, Mocktails, Sea Food, Spring Roll, Mutton Pepper Fry, Pasta","1,400"
48850,Kava - Fairfield by Marriott,No,Yes,3.9 out of 5,"Tea, Salads, Fish, Chicken Biryani, Breakfast Buffet, Salad, Noodles","1,500"
48851,Chaarcoal,Yes,No,4.0 out of 5,"Egg Biryani, Raita, Gulab Jamun, Chicken Biryani, Fish, Stuffed Kulcha, Chicken Lollipop","1,200"
48853,Sharaab Factory,Yes,Yes,3.9 out of 5,"Chicken Curry, Chicken Tikka, Mocktails, Cocktails, Long Island Iced Tea, Draught Beer","1,500"
48854,Skylit - Citrus Hotels,No,Yes,3.6 out of 5,"Chicken Curry, Mocktails, Biryani, Halwa, Beer, Pasta, Fish Tikka","1,500"
48855,Punjabi Times,Yes,Yes,4.1 out of 5,"Papdi Chaat, Thandai, Chole Bhature, Lassi, Paan Ice Cream, Mutton Curry, Paneer Tikka","1,100"
48856,Flavors of India,Yes,Yes,3.7 out of 5,"Salads, Fish","1,500"
